,OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,SampleID,CountReads,BOLDalt
575,OTU1128_suspect_mock_variant,GSL,100.0,BOLD:AAB4239.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Macrosiphum,Macrosiphum valerianae,pomp.4584,20,BOLD:AAB4239
780,MockIM23_pident=98.3_OTU25,No Hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,pomp.4585,26412,NA
825,OTU65_suspect_mock_chimera,GS,100.0,BOLD:AAA5695.1,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,pomp.4585,240,BOLD:AAA5695
827,OTU70_suspect_mock_chimera,GS,100.0,BOLD:AAA2247.1,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Gluphisia,Gluphisia septentrionis,pomp.4585,3074,BOLD:AAA2247
836,OTU99_suspect_mock_chimera,GS,100.0,BOLD:ABW0392.1,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Tabanus,Tabanus nigrovittatus,pomp.4585,434,BOLD:ABW0392
848,OTU127,GS,100.0,BOLD:AAB2768.2,Animalia,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus,Philodromus rufus,pomp.4585,40,BOLD:AAB2768
878,OTU174_suspect_mock_chimera,GS,100.0,BOLD:AAB7737.1,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Donacaula,Donacaula melinella CS,pomp.4585,990,BOLD:AAB7737
904,OTU213,GS,100.0,BOLD:AAA1669.3,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,Hydropsyche betteni,pomp.4585,28,BOLD:AAA1669
905,OTU214_suspect_mock_chimera,GS,100.0,BOLD:AAB5799.4,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Dolichomia,Dolichomia olinalis,pomp.4585,42,BOLD:AAB5799
912,OTU228_suspect_mock_chimera,GS,100.0,BOLD:AAA4335.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Semioscopis,Semioscopis inornata,pomp.4585,333,BOLD:AAA4335
923,OTU250_suspect_mock_chimera,GS,100.0,BOLD:ACN8224.1,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Meteorus,NA,pomp.4585,473,BOLD:ACN8224
949,OTU299_suspect_mock_chimera,GS,100.0,BOLD:AAB4783.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ennomos,Ennomos subsignaria,pomp.4585,9,BOLD:AAB4783
984,OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4585,10,None
1010,OTU409,GS,100.0,BOLD:AAD2111.2,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Tmarus,Tmarus angulatus,pomp.4585,4,BOLD:AAD2111
1082,OTU532_suspect_mock_chimera,GS,100.0,BOLD:AAH2433.1,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Athous,Athous acanthus,pomp.4585,8,BOLD:AAH2433
1157,OTU670_suspect_mock_chimera,GS,100.0,BOLD:AAA2325.2,Animalia,Arthropoda,Insecta,Trichoptera,Lepidostomatidae,Lepidostoma,Lepidostoma togatum,pomp.4585,47,BOLD:AAA2325
1167,OTU688_suspect_mock_chimera,GS,99.4,BOLD:AAC0360.1,Animalia,Arthropoda,Insecta,Trichoptera,Phryganeidae,Agrypnia,Agrypnia vestita,pomp.4585,6,BOLD:AAC0360
1221,OTU798_suspect_mock_variant,No Hit,NA,NA,NA,NA,NA,NA,NA,NA,NA,pomp.4585,9,NA
1249,OTU860_suspect_mock_chimera,US,0.0000,BOLD:ACN3922.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4585,10,BOLD:ACN3922
1258,OTU887_suspect_mock_chimera,US,0.9967,BOLD:AAB4365.2,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4585,6,BOLD:AAB4365
1261,OTU890,GS,98.9,BOLD:ACL3444.1,Animalia,Arthropoda,Arachnida,Trombidiformes,Limnesiidae,NA,NA,pomp.4585,3,BOLD:ACL3444
1282,OTU949_suspect_mock_chimera,US,1.0000,BOLD:ACT9469.1,Animalia,Arthropoda,Insecta,Megaloptera,NA,NA,NA,pomp.4585,10,BOLD:ACT9469
1322,OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4585,2,None
1324,OTU1055_suspect_mock_chimera,GS,97.2,BOLD:AAN8576.2,Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Grammonota,Grammonota gigas,pomp.4585,33,BOLD:AAN8576
1345,OTU1125_suspect_mock_chimera,GS,99.4,BOLD:AAA3993.24,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Coleophora,Coleophora duplicis group,pomp.4585,9,BOLD:AAA3993
1478,OTU1697,US,0.2974,None,Animalia,Chordata,Reptilia,Squamata,NA,NA,NA,pomp.4585,1,None
1504,OTU1843,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4585,2,None
1528,OTU2028,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4585,1,None
1532,OTU2097,US,1.0000,None,Animalia,Chordata,Aves,Passeriformes,NA,NA,NA,pomp.4585,1,None
1568,OTU12_suspect_mock_chimera,GS,100.0,BOLD:AAC0733.2,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Archips,Archips semiferana,pomp.4586,1137,BOLD:AAC0733
1570,OTU15_suspect_mock_chimera,GS,100.0,BOLD:AAA8563.2,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Parallelia,Parallelia bistriaris,pomp.4586,865,BOLD:AAA8563
1593,OTU59,US,1.0000,BOLD:ACF7919.1,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,pomp.4586,20,BOLD:ACF7919
1601,OTU77_suspect_mock_chimera,GS,100.0,BOLD:AAF7371.1,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Misogada,Misogada unicolor,pomp.4586,2141,BOLD:AAF7371
1602,OTU78_suspect_mock_chimera,GS,100.0,BOLD:AAJ9298.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Melanolophia,Melanolophia signataria,pomp.4586,4212,BOLD:AAJ9298
1604,OTU89_suspect_mock_chimera,GSL,99.4,BOLD:ACE9100.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eulithis,NA,pomp.4586,137,BOLD:ACE9100
1606,OTU97_suspect_mock_chimera,GS,99.4,BOLD:AAP8544.1,Animalia,Arthropoda,Insecta,Diptera,Rhagionidae,NA,NA,pomp.4586,99,BOLD:AAP8544
1608,OTU100_suspect_mock_chimera,GS,100.0,BOLD:AAB1667.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Argyrotaenia,Argyrotaenia quercifoliana,pomp.4586,1420,BOLD:AAB1667
1619,OTU127,GS,100.0,BOLD:AAB2768.2,Animalia,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus,Philodromus rufus,pomp.4586,33,BOLD:AAB2768
1620,OTU128_suspect_mock_chimera,GS,100.0,BOLD:AAA4456.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Speranza,Speranza pustularia,pomp.4586,1843,BOLD:AAA4456
1623,OTU131_suspect_mock_chimera,GS,100.0,BOLD:AAB2216.1,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Neolygus,Neolygus quercalbae,pomp.4586,894,BOLD:AAB2216
1630,OTU144,GS,100.0,BOLD:AAI2836.1,Animalia,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus,Philodromus keyserlingi,pomp.4586,48,BOLD:AAI2836
1632,OTU148_suspect_mock_variant,GS,100.0,BOLD:AAD5218.1,Animalia,Arthropoda,Insecta,Lepidoptera,Euteliidae,Eutelia,Eutelia pulcherrimus,pomp.4586,34,BOLD:AAD5218
1639,OTU161_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,pomp.4586,19,BOLD:AAC6357
1661,OTU194_suspect_mock_chimera,GS,99.4,BOLD:AAC3145.3,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium terminatum,pomp.4586,13,BOLD:AAC3145
1670,OTU206_suspect_mock_chimera,GS,100.0,BOLD:AAG6831.6,Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Sphaeromias,NA,pomp.4586,19,BOLD:AAG6831
1671,OTU207,GS,98.9,BOLD:AAB7933.1,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,Eustala anastera,pomp.4586,36,BOLD:AAB7933
1710,OTU270_suspect_mock_chimera,GS,99.4,BOLD:AAC5871.1,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Hentzia,Hentzia palmarum,pomp.4586,31,BOLD:AAC5871
1755,OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4586,37,None
1794,OTU426_suspect_mock_chimera,GS,100.0,BOLD:AAD4355.1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes provocans,pomp.4586,15,BOLD:AAD4355
1802,OTU438_suspect_mock_chimera,GS,100.0,BOLD:AAD5417.4,Animalia,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,Clubiona obesa,pomp.4586,150,BOLD:AAD5417
1833,OTU497_suspect_mock_chimera,GS,100.0,BOLD:ACL3824.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,pomp.4586,17,BOLD:ACL3824
1845,OTU520_suspect_mock_chimera,GS,100.0,BOLD:AAF7112.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Grapholita,Grapholita eclipsana,pomp.4586,27,BOLD:AAF7112
1851,OTU530,GS,100.0,BOLD:AAE2886.1,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Therion,Therion circumflexum,pomp.4586,9,BOLD:AAE2886
1861,OTU548_suspect_mock_chimera,GS,98.9,BOLD:AAA8213.3,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenacron,Stenacron interpunctatum,pomp.4586,9,BOLD:AAA8213
1868,OTU560_suspect_mock_chimera,GS,100.0,BOLD:ABZ0710.1,Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,Ceraclea,Ceraclea cancellata,pomp.4586,82,BOLD:ABZ0710
1873,OTU567_suspect_mock_chimera,GS,98.3,BOLD:ABY9871.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Microtendipes,NA,pomp.4586,6,BOLD:ABY9871
1912,OTU644_suspect_mock_chimera,GS,100.0,BOLD:AAJ2319.1,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Analeptura,Analeptura lineola,pomp.4586,62,BOLD:AAJ2319
1920,OTU658,US,0.0000,BOLD:ABZ6275.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4586,3,BOLD:ABZ6275
1952,OTU722_suspect_mock_chimera,US,0.9844,BOLD:ACP5902.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4586,11,BOLD:ACP5902
1955,OTU729_suspect_mock_chimera,GS,100.0,BOLD:AAA2953.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Epinotia,Epinotia solicitana,pomp.4586,5,BOLD:AAA2953
1975,OTU772_suspect_mock_chimera,GS,100.0,BOLD:AAA8620.3,Animalia,Arthropoda,Insecta,Lepidoptera,Limacodidae,Euclea,Euclea delphinii,pomp.4586,7,BOLD:AAA8620
2015,OTU847_suspect_mock_chimera,US,0.9885,BOLD:ACI7099.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4586,15,BOLD:ACI7099
2028,OTU884_suspect_mock_chimera,GS,98.9,BOLD:AAA8034.1,Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,Ceraclea,Ceraclea cancellata,pomp.4586,5,BOLD:AAA8034
2093,OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4586,14,None
2103,OTU1077_suspect_mock_chimera,GS,100.0,BOLD:AAG5457.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,pomp.4586,5,BOLD:AAG5457
2115,OTU1119_suspect_mock_chimera,GS,99.4,BOLD:AAE3210.1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culiseta,Culiseta morsitans,pomp.4586,8,BOLD:AAE3210
2116,OTU1125_suspect_mock_chimera,GS,99.4,BOLD:AAA3993.24,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Coleophora,Coleophora duplicis group,pomp.4586,5,BOLD:AAA3993
2119,OTU1134_suspect_mock_chimera,GS,98.3,BOLD:ACW4759.1,Animalia,Arthropoda,Insecta,Diptera,Chyromyidae,Gymnochiromyia,NA,pomp.4586,10,BOLD:ACW4759
2187,OTU1369,GSL,98.3,BOLD:AAG2878.10,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Gyponana,Gyponana extenda,pomp.4586,275,BOLD:AAG2878
2230,OTU1587,US,0.8000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4586,4,None
2231,OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4586,4,None
2235,OTU1605_suspect_mock_chimera,GS,100.0,BOLD:ACG2990.2,Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Pristiphora,Pristiphora chlorea,pomp.4586,5,BOLD:ACG2990
2238,OTU1637,US,0.9881,BOLD:AAD1798.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4586,9,BOLD:AAD1798
2248,OTU1696_suspect_mock_variant,GS,100.0,BOLD:AAB0603.2,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Pseudotelphusa,Pseudotelphusa quercinigracella,pomp.4586,8,BOLD:AAB0603
2249,OTU1697,US,0.2974,None,Animalia,Chordata,Reptilia,Squamata,NA,NA,NA,pomp.4586,12,None
2260,OTU1759,US,0.8000,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4586,11,None
2275,OTU1843,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4586,1,None
2287,OTU1956,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,pomp.4586,4,None
2299,OTU2028,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4586,4,None
2303,OTU2097,US,1.0000,None,Animalia,Chordata,Aves,Passeriformes,NA,NA,NA,pomp.4586,4,None
2304,OTU2098,US,0.0000,None,Animalia,Arthropoda,Arachnida,Trombidiformes,NA,NA,NA,pomp.4586,2,None
2311,OTU2116,US,0.8000,None,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,pomp.4586,1,None
2314,MockIM3_pident=100.0_OTU52,GS,100.0,BOLD:AAA7067.58,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes vexans,pomp.4587,160,BOLD:AAA7067
2319,MockIM15_pident=99.4_OTU104,GS,100.0,BOLD:AAD1808.1,Animalia,Arthropoda,Insecta,Diptera,Bombyliidae,Lepidophora,Lepidophora lutea,pomp.4587,71,BOLD:AAD1808
2320,MockIM16_pident=100.0_OTU58,GS,100.0,BOLD:AAA0399.6,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Elophila,Elophila obliteralis,pomp.4587,107,BOLD:AAA0399
2323,MockIM27_pident=100.0_OTU67,GS,98.9,BOLD:AAL8071.1,Animalia,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Cercyon,Cercyon praetextatus,pomp.4587,145,BOLD:AAL8071
2326,MockIM32_pident=100.0_OTU38,GS,99.4,BOLD:AAK9206.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Leucrocuta,Leucrocuta maculipennis,pomp.4587,251,BOLD:AAK9206
2331,MockIM46_pident=100.0_OTU64,GS,100.0,BOLD:AAH6828.3,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Euphoria,Euphoria fulgida,pomp.4587,20,BOLD:AAH6828
2350,OTU31_suspect_mock_chimera,GS,100.0,BOLD:AAB7926.5,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cenopis,Cenopis directana,pomp.4587,11619,BOLD:AAB7926
2356,OTU42_suspect_mock_chimera,GS,100.0,BOLD:AAC6350.1,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Theridion,Theridion murarium,pomp.4587,174,BOLD:AAC6350
2360,OTU51_suspect_mock_chimera,GS,99.4,BOLD:AAB0124.2,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cenopis,Cenopis pettitana,pomp.4587,3601,BOLD:AAB0124
2370,OTU72_suspect_mock_chimera,GS,100.0,BOLD:ACG7175.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Chionodes,Chionodes bicostomaculella,pomp.4587,294,BOLD:ACG7175
2379,OTU100_suspect_mock_chimera,GS,100.0,BOLD:AAB1667.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Argyrotaenia,Argyrotaenia quercifoliana,pomp.4587,55,BOLD:AAB1667
2410,OTU161_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,pomp.4587,13,BOLD:AAC6357
2414,OTU167_suspect_mock_chimera,SS,0.5100,BOLD:ACB0787.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4587,1080,BOLD:ACB0787
2463,OTU247_suspect_mock_chimera,GS,99.4,BOLD:AAJ0542.1,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Euryopis,Euryopis funebris,pomp.4587,35,BOLD:AAJ0542
2481,OTU270_suspect_mock_chimera,GS,99.4,BOLD:AAC5871.1,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Hentzia,Hentzia palmarum,pomp.4587,98,BOLD:AAC5871
2483,OTU277,US,0.0000,BOLD:ABW8631.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4587,20,BOLD:ABW8631
2494,OTU304_suspect_mock_chimera,GS,100.0,BOLD:AAA7551.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Dichomeris,Dichomeris georgiella,pomp.4587,126,BOLD:AAA7551
2508,OTU328_suspect_mock_chimera,GS,99.4,BOLD:ACB9565.1,Animalia,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,Clubiona pygmaea,pomp.4587,13,BOLD:ACB9565
2526,OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,pomp.4587,3,None
2565,OTU426_suspect_mock_chimera,GS,100.0,BOLD:AAD4355.1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes provocans,pomp.4587,124,BOLD:AAD4355
2724,OTU724_suspect_mock_chimera,GS,99.4,BOLD:AAB0279.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,NA,pomp.4587,60,BOLD:AAB0279
2743,OTU765_suspect_mock_variant,GS,99.4,BOLD:AAC8095.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Telphusa,Telphusa latifasciella,pomp.4587,776,BOLD:AAC8095
2750,OTU776,GS,99.4,BOLD:AAG8977.1,Animalia,Arthropoda,Insecta,Hemiptera,Derbidae,Apache,Apache degeerii,pomp.4587,42,BOLD:AAG8977
2769,OTU811,GS,100.0,BOLD:ACE7683.1,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Mecaphesa,Mecaphesa asperata,pomp.4587,40,BOLD:ACE7683
2810,OTU905_suspect_mock_chimera,GS,100.0,BOLD:AAC1347.1,Animalia,Arthropoda,Insecta,Lepidoptera,Euteliidae,Paectes,Paectes oculatrix,pomp.4587,1,BOLD:AAC1347
2839,OTU988_suspect_mock_chimera,GS,100.0,BOLD:AAB0062.3,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula entomophthorae,pomp.4587,38,BOLD:AAB0062
2951,OTU1345_suspect_mock_chimera,GS,98.9,BOLD:AAF6259.1,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Lypha,Lypha dubia,pomp.4587,19,BOLD:AAF6259
2989,OTU1481_suspect_mock_chimera,GS,100.0,BOLD:AAV7643.1,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Bassus,Bassus annulipes,pomp.4587,13,BOLD:AAV7643
3002,OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,pomp.4587,1,None
3020,OTU1697,US,0.2974,None,Animalia,Chordata,Reptilia,Squamata,NA,NA,NA,pomp.4587,1,None
3031,OTU1759,US,0.8000,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,pomp.4587,2,None
3070,OTU2028,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,pomp.4587,1,None
3082,OTU2116,US,0.8000,None,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,pomp.4587,1,None
3119,OTU29,GS,99.4,BOLD:AAD6926.1,Animalia,Arthropoda,Arachnida,Araneae,Anyphaenidae,Anyphaena,Anyphaena pectorosa,pomp.4588,14902,BOLD:AAD6926
3121,OTU31_suspect_mock_chimera,GS,100.0,BOLD:AAB7926.5,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cenopis,Cenopis directana,pomp.4588,1117,BOLD:AAB7926
3123,OTU35_suspect_mock_chimera,GS,100.0,BOLD:AAG2724.3,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Zelus,Zelus luridus,pomp.4588,6117,BOLD:AAG2724
3130,OTU49_suspect_mock_chimera,GS,100.0,BOLD:AAA7035.3,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Archips,Archips argyrospila,pomp.4588,4024,BOLD:AAA7035
3147,OTU91,GS,100.0,BOLD:AAA7272.5,Animalia,Arthropoda,Arachnida,Araneae,Dictynidae,Emblyna,Emblyna sublata,pomp.4588,893,BOLD:AAA7272
3161,OTU127,GS,100.0,BOLD:AAB2768.2,Animalia,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus,Philodromus rufus,pomp.4588,31,BOLD:AAB2768
3172,OTU144,GS,100.0,BOLD:AAI2836.1,Animalia,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus,Philodromus keyserlingi,pomp.4588,250,BOLD:AAI2836
3195,OTU180_suspect_mock_chimera,US,0.9976,BOLD:AAZ2945.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,pomp.4588,593,BOLD:AAZ2945
